datetime,text,username,target
2022-04-09 20:02:37+00:00,"io non posso andare alle registrazioni, perché mi farei arrestare per la roba che tirerei dietro al pelato per ogni stronzata che dice. #Amici21 #alexwyse",_vitroia_, 
2022-04-09 20:02:35+00:00,madonna il pelato è proprio ridicolo ma non ci cacare il cazzo e taci VAI ALEX METTILO A POSTO,sonoIunatica, 
2022-04-09 20:02:27+00:00,spegnete il microfono al pelato,neverwordless, 
2022-04-09 20:02:27+00:00,Ad Alex del pelato purtroppo,GioCellRed, 
2022-04-09 20:02:23+00:00,"""La confusione ce l'hai te nel cervello"" Lorella asfalta il pelato #Amici21 ",Virgo_699, 
2022-04-09 20:02:22+00:00,Allora Axel deve distruggere quel pelato che si tollera ogni giorno di meno ma la registrazione di questa esibizione la bruciamo perché ecco no,ailuig96, 
2022-04-09 20:02:19+00:00,va be pelato hai sempre da ridire ma ammazz4ti,harblvd, 
2022-04-09 20:02:17+00:00,Io d’accordo con il pelato wow #Amici21,silaserquest, 
2022-04-09 20:02:15+00:00,x me purtroppo qui ha ragione il pelato,giocmedia, 
2022-04-09 20:02:07+00:00," personaggi biondi e soprattutto mikey e sailor moon, shinichiro, bokuto, kagehina, nana e ovviamente i tuoi video stupendi",H0RIZVN, 
2022-04-09 20:02:07+00:00,A me non solo non è piaciuto nessuno dei due ma sto anche schifando questo ragionamento imbecille di ‘sto pelato maledetto spegnetegli il microfono,blackjjeans, 
2022-04-09 20:02:06+00:00,mio dio e quando Alex picchierà il pelato io non vedo l'ora,bluetyoong, 
2022-04-09 20:02:02+00:00,"Sinceramente a me è piaciuto tantissimo Alex, l’ha fatta in maniera molto intima, quasi sofferente, il pelato deve starsi zitto #amici21",alessia08__, 
2022-04-09 20:02:00+00:00,sono stati bravissimi entrambi ma il pelato fa sempre figure di merda,sciocco_basita, 
2022-04-09 20:01:56+00:00,la cuccarini cge si incazza col pelato che donna,c0rcordivm, 
2022-04-09 20:01:42+00:00,parla il pelato purtroppo parla ....,_Iride_24, 
2022-04-09 20:01:42+00:00,levate il diritto di parola a sto pelato #amici21,inst4b1le, 
2022-04-09 20:01:38+00:00,spiace ma son d'accordo col pelato,mxrtnp, 
2022-04-09 20:01:38+00:00,il pelato ha rotto,vinovinello, 
2022-04-09 20:01:32+00:00," Alzi la mano un uomo con pochi capelli, in carne e con gli occhiali che ama farsi chiamare: quattrocchi ciccione pelato. Questo giochetto si può fare con qualsiasi categoria.",ric_pardi, 
2022-04-09 20:01:29+00:00,il pelato si deve stare zitto !!!! #Amici21,pattrouge, 
2022-04-09 20:01:20+00:00,il pelato parla purtroppo parla #amici21,precioustomline, 
2022-04-09 20:01:01+00:00,comunque un guanto di sfida totalmente insensato da parte del pelato MA FALLI CANTARE NON SIAMO ALLA MARCIA DELL’ASSOCIAZIONE LIBERA CONTRO LE MAFIE #Amici21,_wirklichich, 
2022-04-09 20:00:45+00:00,Se di questa mezz'ora che resta giochiamo 15 minuti è grasso che cola,noianononhodet1, 
2022-04-09 20:00:17+00:00,lory cucca è proprio piena del pelato quindi ha deciso di smerdarlo ad ogni puntata go go go #Amici21 ,par4noi3, 
2022-04-09 20:00:10+00:00,come asfalta il pelato lorella nessuno mai #Amici21,koala_anxiety, 
2022-04-09 19:59:08+00:00,"Alex è stato bravissimo, alla faccia del pelato #Amici21",thatssoIaura, 
2022-04-09 19:58:44+00:00,alex vorrebbe prendere x i capelli trudy testa pelata,goldenhourera_, 
2022-04-09 19:58:16+00:00,"alex vorrebbe prendere x i capelli testa pelata,io lo so.",_vjnzontwitt, 
2022-04-09 19:57:38+00:00,il malinconico metterà del cianuro nel caffellatte del pelato domani mattina,fvnzioniamo, 
2022-04-09 19:57:34+00:00,il pelato deve davvero mollare alex questa ossessione che ha non è sana noi dobbiamo pregare per lui 🙏,fearlvess, 
2022-04-09 19:57:25+00:00,Alex scocciato dal pelato... Posso capirlo benissimo ... #Amici21 ,KingLuxifer, 
2022-04-09 19:57:09+00:00,"A me axel non piace ma il pelato zero credibilità perché fino a ieri era importantissima la classifica che facevano e adesso invece ""e allora?""",ilj_wolf, 
2022-04-09 19:57:09+00:00,quanto mi fa girare i coglioni sto pelato di merda,demonlalisa, 
2022-04-09 19:56:55+00:00,il pelato non può fare il clown cesso lui lo deve fare SEMPRE,goldvcloud, 
2022-04-09 19:56:46+00:00,Il pelato mi ha stufato un pochettino 🙏,COMPRENSIVA_, 
2022-04-09 19:56:46+00:00,"la capacità della cuccarini di spegnere il pelato, questa grandissima donna",alelovesteve_, 
2022-04-09 19:56:45+00:00,il pelato lo vorrebbe molto nella sua squadra ,sigarettaxduee, 
2022-04-09 19:56:45+00:00,comunque io lo capisco pure Alex che vorrebbe solo uscire e graffiare la macchina al pelato che ha rovinato questo programma con la sua fissa per gli ascolti,_fentyphonix, 
2022-04-09 19:56:42+00:00,e quando il malinconico picchierà il pelato then what?,asocialeavita, 
2022-04-09 19:56:37+00:00,sempre bello vedere il pelato umiliato,ciaosonoalicee, 
2022-04-09 19:56:36+00:00,mamma mia io la faccio del pelato la vorrei prendere a pugni,sonocalmaa, 
2022-04-09 19:56:35+00:00,l0rella sputando in faccia al ratto pelato numero due,thatsmyegoxx, 
2022-04-09 19:56:31+00:00,la passivo aggressività con cui lorella mette al suo posto quel pelato #Amici21 ,justtmat, 
2022-04-09 19:56:31+00:00,brutto pelato di merda mi hai rotto il cazzo,flamikaelson, 
2022-04-09 19:56:30+00:00,"lorella che spegne quel pelato, io la amo #Amici21",michixniall, 
2022-04-09 19:56:29+00:00,pelato cura l'ossessione per alex dai su,harblvd, 
2022-04-09 19:56:28+00:00,lorella che asfalta il pelato la mia regina 🙏🏻,tvrashmouth, 
2022-04-09 19:56:28+00:00,Lorella ha appena distrutto il pelato #Amici21 ,Savemeaa1, 
2022-04-09 19:56:25+00:00,lorella e alexio aworderanno il pelato,lunaapienaaa, 
2022-04-09 19:56:25+00:00,La faccia di cazzo con cui ti guarda quel pelato mentre stai parlando una cosa per cui avrei potuto fare follie e non mi riferisco alle follie d’amore,blackjjeans, 
2022-04-09 19:56:15+00:00,che figur e merd il pelato,_souvenirx, 
2022-04-09 19:56:07+00:00,ma perchè il pelato oggi mi sembra più pelato del solito ?!? asjskskskskskajah,sgretush, 
2022-04-09 19:56:05+00:00,Alex vorrebbe tanto prendere a calci il pelato ed io purtroppo sono molto d'accordo,babusshya, 
2022-04-09 19:56:01+00:00,lo sport preferito della cucca è asfaltare il pelato so true,fearlvess, 
2022-04-09 19:56:00+00:00,Ecco Lorella che distrugge il pelato. #Amici21,jkmkmj96, 
2022-04-09 19:55:57+00:00,lorella sotterra il pelato come sempre lei unica queen,harblvd, 
2022-04-09 19:55:42+00:00,“solo tanta voce” ad alex? ma come ti permetti brutta bagascia pelata #Amici21 ,scrivilescemo, 
2022-04-09 19:55:37+00:00,noi come alex che scoppia a ridere a sentire quello che dice il pelato su di lui #Amici21 ,trasiilenzii, 
2022-04-09 19:55:36+00:00,spoiler non ce l’ho fatta e ho cambiato foto pke avevo il collo grasso in quella di prima ,valjeanxxx, 
2022-04-09 19:55:19+00:00,axel è così pieno del pelato,aftevrainbow, 
2022-04-09 19:55:00+00:00,Per me è la risata di Alex sulle parole del pelato 🙂 #Amici21,Stan_Account2, 
2022-04-09 19:54:57+00:00,alexio odia così tanto il pelato,lunaapienaaa, 
2022-04-09 19:54:39+00:00,ma non voglio illudermi perché so che al posto di sissi ci sarà tondo ciccione,lamilanese_, 
2022-04-09 19:54:36+00:00,al3x vorrebbe incendiare lo studio con il pelato dentro,dusktilldowy, 
2022-04-09 19:54:34+00:00,ma in che senso guanto di sfida di tre settimane fa mio dio il pelato mi sta portando ad odiare anche luigi davvero esausta #Amici21,veneredirose, 
2022-04-09 19:54:10+00:00,alex lo odia così tanto al pelato,hankersfilms, 
2022-04-09 19:53:52+00:00,eccoci qui il pelato nomina mio figlio e io pronta a difenderlo #Amici21,lavocedifede, 
2022-04-09 19:53:52+00:00,quanto brilla la pelata di zerby #Amici21,sheislus, 
2022-04-09 19:53:50+00:00,il mio odio per il pelato cresce a dismisura ogni volta che apre bocca wow #Amici21,trouvbles, 
2022-04-09 19:53:18+00:00,Sto pelato mi sta sul cazzo,nabiltheg0at, 
2022-04-09 19:50:57+00:00,il terrore nel volto del pelato ogni volta che si esibisce sissi #Amici21 ,Giuh_h, 
2022-04-09 19:48:58+00:00,Fin quando quel pelato malefico continuerà a chiamare in causa contro Carola sempre Sissi sta ragazza hai voglia di farsi venire tutte le crisi possibili per i punti . Zerbi fatti un giro . #amici21,Starry_night008, 
2022-04-09 19:44:12+00:00, sii infatti mi chiedo il perché quel pelato non l'abbia ancora pubblicato,itsscarolaa, 
2022-04-09 19:42:58+00:00, Quando fallirete ed il nano da giardino di Berlusconi sarà con le pezze al culo sarà un giorno bellissimo,71manontroppo, 
2022-04-09 19:41:53+00:00,quella cremina con l'uovo semi crudo la puzza di marcio che lascia il grasso del guanciale la puzza del grasso il pecorino poi madonna è un incubo,parkinglov, 
2022-04-09 19:41:10+00:00, Meglio obeso che down,rafiogo, 
2022-04-09 19:40:10+00:00,cmq il pelato ha chiaramente letto i miei dm dove gli dicevo di far cantare luca,ciaosonoalicee, 
2022-04-09 19:40:09+00:00,#Amici21 Mary però falle vedere le altre 2 buste.... Se no é così palese che vuoi far iniziare il pelato e la sclerotica,Valelea98, 
2022-04-09 19:39:27+00:00, l’unico paio di jeans presenti nel mio armadio sono a vita bassa e in più sono un nano,saraswaagg, 
2022-04-09 19:37:27+00:00,"Nana, Hotarubi no mori e, Orange, banana fish, your lie in april e devilman crybaby ",metaleir0_, 
2022-04-09 19:32:10+00:00,La pelata del gio.... Siamo un superteam @ La BAITA Ristorante Pizzeria ,lovatosbike, 
2022-04-09 19:27:03+00:00, Quanto è grasso il cane? 😳,paolobocciarel1, 
2022-04-09 19:24:02+00:00, Lui è proprio brutto grasso mezzo stempiato con le labbra piccole. E simpatico come un gatto attaccato ai maroni. Evento FILO fiera MICO MILANO,MadameDidy, 
2022-04-09 19:23:44+00:00,pelato il selfie,sagitgrl, 
2022-04-09 19:22:10+00:00,"Quando non c’è il nano questa casa è vuota. Ore 21:21 ho già cenato, impastato la pizza per domani e rassettato. Ora pigiama e SABATO SERA ALLA DISCOTECA",Claudette__, 
2022-04-09 19:20:23+00:00, La grassa e la dotta. 😍,SanXiuS, 
2022-04-09 19:20:06+00:00, Preferisco centomila volte Krunic che quel nano di merda,cardinalismo, 
2022-04-09 19:18:23+00:00,"io comunque onana uh nana lo difenderò sempre, non si può essere peggio di handanovic, è scientificamente impossibile. Almeno ha la scusante che è giovane",jumptarvo, 
2022-04-09 19:16:01+00:00," questo nano si volta dall'altra parte solo per uccidere gli italiani togliendogli i loro soldi, sudati e regalandoli alla NATo perchè quei soldi andranno ai soli noti, Soros, etc..",tigredoro61, 
2022-04-09 19:11:49+00:00,lui se la ride come se non fosse successo niente prova a rifarlo davanti a me ti faccio diventare pelato ,HOLLANDWBTS, 
2022-04-09 19:10:03+00:00, E quale sarebbe la tua destra?? Quella della pescivendola? O quella dell abbuffatore seriale? O peggio del nano schifoso?🤮🤢,Maximo25188, 
2022-04-09 19:07:41+00:00, Buonanotte 🌙😘,la_nana_bianca, 
2022-04-09 19:06:48+00:00," Comunque qui è in posa da esposizione, normalmente è grassa.",OriginalValki, 
2022-04-09 19:04:20+00:00, Le possibilità che il Cagliari vinca stasera sono pari a quelle di una risposta di Asso alle provocazioni sulla pelata senza insulti alla mamma del provocatore,haivomanca, 
2022-04-09 19:03:59+00:00, Possiamo concludere con: -dire avere troppo grasso fa male come messaggio generale -criticare direttamente una persona è fuoriluogo e dannoso Ci sta?,5vees1, 
2022-04-09 19:03:45+00:00,Non voglio più vedere quel nano argentino in campo fino al 2050. Se inzaghi lo ripropone per me ha chiuso con il gioco del calcio #inzaghiout,ElTrattore, 
2022-04-09 19:01:31+00:00, tulipano di statura nana smettila sono ferita,adellovesharry, 
2022-04-09 19:00:38+00:00,esiste?è reale? non è un catfish? non è un vecchio pelato? ,yovaresogolden, 
2022-04-09 18:59:37+00:00,il pelato deve darmi questo selfie immediatamente,GHOTICGEMINI, 
2022-04-09 18:57:59+00:00,Il nano di Dybala sta giocando contro!,Mabbio_, 
2022-04-09 18:57:56+00:00, Auguri al nano e anche alla nonna del nano!♥️,anna_volante, 
2022-04-09 18:55:15+00:00,"Sono nana, vedendo le persone che già ci sono in fila per il parterre vuol dire che domani non lo vedrò manco Louis #LTWTMilan ",SirArthurConan0, 
2022-04-09 18:41:36+00:00, go on a walk con sto ratio ratio + specchio riflesso + + pelato ,hermesslink, 
2022-04-09 18:38:47+00:00, Che schifo d'uomo quel pelato,JumpedGoldoni, 
2022-04-09 18:35:03+00:00," Anche il termine ""obeso"" può essere offensivo se detto con l'intenzione di offendere. Il medico lo dice senza intenzione di offendere. Riscriviamo il vocabolario per gli integralisti",TrashSelvaggio, 
2022-04-09 18:34:56+00:00, Qua mi sa che l’unico povero sei tu che hai il quoziente intellettivo di una pianta grassa…,ABBATTEMAN, 
2022-04-09 18:34:15+00:00,"Il #nano glassato si dice deluso da #putin, ma non lo era quando giocavano con le minorenni.",gianfuz, 
2022-04-09 18:33:16+00:00," Sa Cavaliere, quei settanta “gentiluomini” che hanno silurato la Casellati, unitamente a quel piccolo, disgustoso, insulso e vile nano malefico, che tanto ha fatto per farsi disprezzare, ci suggeriscono che sia per lei tempo di dedicarsi a tutto fuorché alla politica ... ",IlDonnolo, 
2022-04-09 18:23:56+00:00,ma perche sto ciccione continua a parlare di ste cose ma mangia e stai ZITTOOOOO ,lorenzomelee3, 
2022-04-09 18:20:55+00:00, troppo grasso x metterli,anitalmaoo, 
2022-04-09 18:20:20+00:00, Succederà prima o poi... Se sto pelato ci ascolta,Lucy21062, 
2022-04-09 18:19:38+00:00, ma pelato a chi ooo ti spacco,itsdavidfk, 
2022-04-09 18:17:29+00:00, un'altra nana come a lui,tibacioinfronte, 
2022-04-09 18:14:10+00:00,Il nano alla fine ce l'ha fatta a parlare pubblicamente di Putin. Era ora.,m_ioia, 
2022-04-09 18:11:56+00:00, Hai ragione Nicolò è impensabile vedere quel nano argentino con la maglia rossonera e sacrificare il nostro Brian. Anche se è un giocatore valido ma mai e poi mai dovrebbe andare a Milano FORZA DIAVOLO SEMPRE 😈🔴⚫😈,AndreaAdami10, 
2022-04-09 18:11:32+00:00,"Pubblico tweet con umorismo mirato e attuale: 0 Like Metto uno screen su un ex obeso e mi sfondate le notifiche. Ma lo psicopatico è Rebic, ok. ",IlgoldiDhorasoo, 
2022-04-09 17:59:20+00:00," Giroud che cerca il fraseggio con il nano che o non capisce o si intestardisce e perde palla o con Messias che non sa fare altro che rientrare e calciare centrale. La mezza occasione con Kalulu, la mezza occasione con Leao, i colpi di testa di Ibra e Rebic, il tiro di Calabria..",Leo______25, 
2022-04-09 17:55:05+00:00," Si, dal karma non si salva nessuno!! Ne troverà una grassa pure sulla schiena.",kalibiro, 
2022-04-09 17:53:35+00:00, già lo fece il nano malefico nel 2010 e tutti muti...,Maxmar662, 
2022-04-09 17:53:22+00:00,oddio non li vedevo da un po in tl e cazzo che ha fatto wa? è pelato!? ,nekowhiyyih, 
2022-04-09 17:51:34+00:00," Vabbè dai c'è della verdura, il grasso si elimina 😂",lozioNuccio, 
2022-04-09 17:50:55+00:00," Questo è il lovello di statisti che ci meritiamo… e dobbiamo ringraziare il nano di Arcore, che ci ha donato cotanta crema politica…",Freccia72296377, 
2022-04-09 17:50:21+00:00,che belli i tipi con la pelata però,martihhh1, 
2022-04-09 17:50:11+00:00, Tighisi agasa mogoso ogoso gigosi eghese seghese meghese preghese. 🥰😍🤩😘nano gramma.,nazzarenodubin1, 
2022-04-09 17:47:27+00:00,"siete dei rotti in culo, avete fatto sembrare un giocatore quel nano di Barella",macsismo, 
2022-04-09 17:47:15+00:00, a me se me chiamano pelato me metto a ride perché so pelato. se la gente fosse più autoironica ci sarebbero molti meno problemi.,centobuste, 
2022-04-09 17:46:51+00:00,Quelle quiche cette nana !!! ,Michaud65603726, 
2022-04-09 17:45:50+00:00,"Se uso una parola che per il mio interlocutore è offensiva,anche se non l'ho detta con intenzione offensiva, pur spiegando le mie ragioni ,poi chiedo SCUSA. PS io sono in carne,se qualcuno mi dice grassa non mi offendo ,questo nn mi autorizza a dirlo ad altre persone😉 ",Annapol00884694, 
2022-04-09 17:45:48+00:00,ultima doccia prima di vedere il nano,IF1GOTYOU, 
2022-04-09 17:44:55+00:00," Finché è un tweet messo lì a caso non ci vedo nulla di male, anche perche con tutte i messaggi di ""body positivity"" che dicono alle persone di amare il grasso si va a mandare un messaggio sbagliato alle persone, sarebbe come dire si prendetevi il diabete che è bello!!",5vees1, 
2022-04-09 17:42:29+00:00," Siamo in nano a delle merdacce politiche mai viste,di cui draghi è il capo assoluto peggio della mafia americana!!!!",Giulian67674348, 
2022-04-09 17:39:23+00:00, io a martedì/mercoledì ci arrivo già pelata,namelessniic, 
2022-04-09 17:36:39+00:00,sono nuovamente pelato,miaoblu, 
2022-04-09 17:34:01+00:00, Votare in massa chi? Il nano ormai è più a sx che mai Salvini prima di mollare la sedia si venderebbe l’anima la meloni ha le crisi di identità peggio di una adolescente di seri ed affidabili non c’è davvero nessuno! L’Italia è morta e a breve rischia di essere un campo profughi!,archimedix73, 
2022-04-09 17:32:43+00:00," Tipo della badante e del nano, che odiano gli italiani e li vorrebbero vedere soffrire.",Paola13020494, 
2022-04-09 17:30:44+00:00," a parte le cazzete che sta dicendo, pelato sembra un topolino",giulianonsalemi, 
2022-04-09 17:24:19+00:00,"comunque anni addietro sono stato in paradiso, per chi non sa cosa aspettarsi lascio qui una recensione: posto tranquillo, buona accoglienza da parte degli angeli, state tranquilli che entrano cani e porci, dio è pelato. 4,5 stelle su 5 perché non c'è il wi-fi. ",z_acca, 
2022-04-09 17:21:41+00:00, Io di sicuro non sono il massimo estimatore del nano da giardino. Ma oggi serve gente che tiene la palla davanti. Altrimenti stiamo sempre a prendere le sfuriate loro.,IononDevo, 
2022-04-09 17:21:24+00:00,tutti quelli che negli anni mi hanno detto di essere magra come uno stecchino saranno felici di sapere che i vestiti aderenti mi fanno grassa.,par4noi3, 
2022-04-09 17:20:30+00:00, è han pelato,hanniexquokka_, 
2022-04-09 17:13:31+00:00, E per fare morire un pianta grassa ce ne vuole eh...vabeh l'importante è riconoscerlo e preservare la flora evitando di prender altre piante da uccidere🤣,nutssman, 
2022-04-09 17:12:21+00:00, Ne ho visto uno bello grasso oggi a viale Marconi fronte Castroni.🐀,Violett11315738, 
2022-04-09 17:10:32+00:00,"Non sono grassa, sono solo perfetta in un'altra epoca. Sob. ",almagrigia, 
2022-04-09 17:09:11+00:00,dice queste cose proprio adesso che è pelato i mean ,cruelovernight, 
2022-04-09 17:07:48+00:00," Comunque, per come la vedo io, palesemente un ciccione brufoloso con gli occhiali che cerca di tirare su due spicchi con l’e-whoring. Ma magari sbaglio.",italiadeideliri, 
2022-04-09 17:07:44+00:00,ho visto un plushie bellissimo stile nana ora impazzisco,AER0B0T, 
2022-04-09 17:07:44+00:00, Devo essere sincero e odiato dai nutrizionisti? Se proprio hai voglia di crudo mangiato un buon crudo con un grasso bello dolce e amen altrimenti datti al tacchino 🤣,Il_Giudice_, 
2022-04-09 17:07:18+00:00, L’ho capita! È quella che fa nana nananana nananananananananananna? No. Troppo nana,PalaDanyela83, 
2022-04-09 17:03:18+00:00, Quel pelato di Spalletti non me la conta giusta,BrownBurger, 
2022-04-09 17:02:22+00:00,La voglia di rivedere nana,jminpetal, 
2022-04-09 17:00:44+00:00,PORCA PUTTANA HO IL BIGLIETTO PER LOU -147 per vedere il nano 💙 ,RobertaStyles__, 
2022-04-09 16:57:19+00:00,"""che bello sto mondo diverso, che bello quando c'è rispetto, che bella una donna che bacia una donna e nessuno si gira di scatto e che fa lo stesso, se nero o se bianco, se magro o se grasso, ci piace sperare che non siamo i soli a pensarlo"".",cuor3amille, 
2022-04-09 16:57:16+00:00,Adotta un Bassotto abbandonato perché obeso (35 kg) e lo aiuta a dimagri... via ,crosiglia, 
2022-04-09 16:54:59+00:00,"Soprattutto non si è emozionato per niente quando li han fatti vedere tutti e tre assieme nel momento in cui il pelato li ha nominati tre finalisti! Ha iniziato a toccarsi i capelli alla grandissima. Che bello! Un ritorno al passato! Oh Baru', ma va là!!!! 😂😂😂😂😂 #jeru",MgcRex, 
2022-04-09 16:54:27+00:00," ah, off topic: ma alla fine il boss pelato della PA non aveva annunciato querela anche a te? come si chiama già quel mona, ferrante?",DovAnachronos, 
2022-04-09 16:54:10+00:00,Matti sotto l’ultimo post di Tommi Stanza💀 (grazie a questo commento abbiamo capito che non dovremmo mai preoccuparci di una sua futura “pelata”😅) ,endlesslyfg, 
2022-04-09 16:53:49+00:00, E vuole anche berardi...menomale che Paolo odia il pelato,Pepperumma, 
2022-04-09 16:52:39+00:00, io direttamente sotto mille treni per quello di nana pretendo di vederlo se hai bisogno di consigli ti aiuto volentieri,TOTHESTR4YD0GS, 
2022-04-09 16:51:33+00:00," Il mio ""nano""ne ha compiuti 11il 4 Aprile ...amoridinonne!",Franci30242001, 
2022-04-09 16:51:13+00:00," Immagina solo pensare di poterle vincere tutte quando sulla trequarti puoi schierare un nano, un fattorino o uno con le Timberland pure svogliato",Spina14_acm, 
2022-04-09 16:50:57+00:00, Il solito opportunista il nano di arcore,carlo_sottile, 
2022-04-09 16:50:55+00:00,qualcuno mi fa il conto dei palloni messi dal mio amico fededimarcp detto l'uomo che non può stare in campo vergogna limone inzaghi te la faccio io la formazione tanto non sei a ridosso della vetta dopo un mercato da 200 mon di cessioni voglio il pelato pentito gonde gnegne,ciarmalis, 
2022-04-09 16:50:31+00:00,comunque gli ha palese detto che è nano,vicinidiletto, 
2022-04-09 16:50:13+00:00,Un caso si sia fatto quasi pelato e poi abbia pestato questo merdone gigante io non credo amici miei ,Missunderstress, 
2022-04-09 16:47:09+00:00, Meno ciccione e sua mamma fa un lavoro più nobile,JumpedGoldoni, 
2022-04-09 16:42:33+00:00,"Mia sorella guarda attentamente e poi ""Fra... Se fossi pelato sembreresti megamind""",Cocainacurativa, 
2022-04-09 16:41:15+00:00," Infatti, grasso è l'aggettivo opposto a magro e nessuno dei due è un insulto. Diverso è se una persona grassa viene chiamata cicciona, grassona, o una magra viene chiamata scheletro. Sinceramente mi fa più senso dire ""sono in carne"", mi sento una bistecca così",RedPapocch, 
2022-04-09 16:38:21+00:00,sngvnn e tstanzani con la pelata il prossimo sarà luca marzano,QUELL0CHEFAM4LE, 
2022-04-09 16:38:19+00:00,facevo bene ad odiarlo lo scorso anno questo cesso pelato ,F4IRYR0SlE, 
2022-04-09 16:38:15+00:00, Tua zia pelata col cerchietto,_E_C_U_R_B, 
2022-04-09 16:37:53+00:00," ma amo dice ""chiara ferragni è bella nuda chiara ferragni è italiana nana""...",W0ND3RL4ND28, 
2022-04-09 16:36:30+00:00," Ma no dai, non l hanno bombardati i russi, é la signora grassa che ha fatto il buco dove son cadulti tutti Povera gente, mannaggia a chi imbastisce le guerra",AnneliseRoska, 
2022-04-09 16:36:07+00:00,sarà la pelata sennò non si spiega ,dolciastra, 
2022-04-09 16:35:35+00:00, si ma già è nano non vorrei vederlo come se fosse una fomichinainina,icarvsfvlls, 
2022-04-09 16:35:13+00:00,Senza il nano tutto testa all'attacco l'Inter dà spettacolo con movimenti tra le linee e Correa a spaziare su tutto il fronte offensivo. Venderlo al primo mendicante. Spettacolo Inter #interVerona,BullaInterista, 
2022-04-09 16:31:39+00:00,Pippo che vuoi dire che tu farai la pelata? 🔪🔪🔪🔪🔪🔪 Mangiati il biscottino che è meglio. #tzvip,BorziCarmela, 
2022-04-09 16:31:31+00:00,oddio ma quant’è pelato sangiovanni ora si spiegano tante cose ,statidigrazia, 
2022-04-09 16:30:05+00:00, Peccato che tutti questi morti siano a causa di questo nano grasso e corrotto,Omicron_21, 
2022-04-09 16:29:43+00:00," Certo che sì che sto con Orsini! A prescindere! Certo che comunque il famigerato pelato emiliano, è proprio ignorante forte eh!?! ",f52_marco, 
2022-04-09 16:28:21+00:00,Tommaso con la pelata ed è subito: Il killer di palloncini e che spara dritto al cuore. #tzvip ,void_lun4, 
2022-04-09 16:26:04+00:00, Un bel bollitore elettrico. È sempre utile. O magari una piantina grassa che è poco impegnativa...,JennSamael11, 
2022-04-09 16:22:01+00:00," Che cambino 5 titolari ho i miei fortissimi dubbi, se cambiano 3 titolari e ne hai altri 3 4 nuovi in panca è grasso che cola x me",breathe1973, 
2022-04-09 16:21:14+00:00,"cmq per me anche Tommaso dovrebbe tagliarli più corti, come li ha adesso fanno cagare, però la pelata che aveva a fine gf mi terrorizzerà sempre",syrisblu, 
2022-04-09 16:21:10+00:00," Non dire così, non è vero nano",CBishoplanyc, 
2022-04-09 16:18:02+00:00, Una piantina grassa da €1,Ibra_Chia, 
2022-04-09 16:17:48+00:00,"La gente in questi due anni si è fidanzata, sposata e sta per avere un figlio. Io a marzo 2020 avevo un accenno di addominali e dopo due anni l'unica cosa che è cambiata è il mio grasso corporeo!",prettywho_, 
2022-04-09 16:16:58+00:00,"vabbè, ha appena confermato che canterà una canzone nuova al coachella, harry giuro che ti vengo a cercare e ti faccio pelato",harryysshands, 
2022-04-09 16:15:52+00:00, muore… pelato…,jeanslap, 
2022-04-09 16:15:21+00:00,Vedere quel pelato di Simeone che piange per le perdite di tempo è pornografico ❤,LotiratureClub, 
2022-04-09 16:14:44+00:00,Il Frosinone culone ha vinto è finito il sogno playoff,skiptomylaud, 
2022-04-09 16:10:33+00:00," Brindisi è una OFFESA VIVENTE al giornalismo. Vorrei capire chi li paga, a parte il figlio del nano",donatone59, 
2022-04-09 16:09:18+00:00,Torzi non si scherza qui 🗡 tu con la pelata hai già dato e basta e avanza 🗡 #tzvip,Bunazza69, 
2022-04-09 16:09:09+00:00," cambia in base alla persona che lo fa! Male, molto male! E se già nel mondo è molto evidente…qui su Twitter, ormai, provoca i conati ogni nano secondo! Ormai sta cosa per me è repellente!",Veronica_Maz, 
2022-04-09 16:06:19+00:00,"E io che mi volevo rilassare questa sera 😱, tra la pelata ,crocc che approva t, Tz riconosce TS, TS che dice torna..🥺, boh #tzvip io esco.....l .",Annamar86355213, 
2022-04-09 16:04:59+00:00,"Io ogni volta che vedo Torzi nei pressi di una pelata, ho il terrore #tzvip ",bloodonthetl, 
2022-04-09 16:04:53+00:00," Eh che cazzo, piedone si, pelato no. Cazzo",BizioPremium, 
2022-04-09 16:03:46+00:00,Stai alla larga nano malefico ,Mdlbishop_nyc, 
2022-04-09 16:02:34+00:00, nano da giardino,dabismile, 
2022-04-09 16:02:28+00:00," Ma questo grasso pagliaccio biondo, non è quello che rifiuta i profughi ucraini, nella Gran Bretagna???????",Fabiana60447843, 
2022-04-09 15:59:32+00:00," Sarebbe un vero peccato se questo tifoso fosse obeso e con una passione innata per il wrestling. Ma no dai, speriamo proprio di no...",TheLastDuivel, 
2022-04-09 15:58:53+00:00,ma perché tutti quelli di amigos20 si stanno facendo la pelata?,startwoooork, 
2022-04-09 15:57:58+00:00,Raga sto male!!! Croc ha messo mi piace al post di Zanzi!! Non può non piacciare una pelata!!!! 🤣🤣🤣 #tzvip,ayumu_winter, 
2022-04-09 15:57:05+00:00," Ragionissima: Lotto da una vita con il peso. Puoi chiamarmi ""ciccio"", ""ciccione"" e mettere il suffisso -one ovunque, io non mi offendo perchè ho consapevolezza di chi sono e al massimo ti sfanculo se mi stai sul cazzo. Il problema è se discrimini quello che sono!",St4tlerWaldorf, 
2022-04-09 15:57:03+00:00,"gli specchi dei camerini di Bershka e Stradivarius: ti vedi brutta? ti vedi grassa? non ti preoccupare, ci vedi benissimo",ooverthinkeer, 
